,Unnamed: 0,avgPriceChoice,UPC,PRICE,FEATURE,DISPLAY,TPR_ONLY,RELPRICE,predictSales
0,0,3,1600027528,2.5,0,0,0,0.833333333,89.0
1,1,3,1600027528,3.0,0,0,0,1.0,74.5
2,2,3,1600027528,3.5,0,0,0,1.166666667,60.1
3,3,3,1600027564,2.5,0,0,0,0.833333333,23.3
4,4,3,1600027564,3.0,0,0,0,1.0,22.3
5,5,3,1600027564,3.5,0,0,0,1.166666667,21.4
6,6,3,3000006340,2.5,0,0,0,0.833333333,5.5
7,7,3,3000006340,3.0,0,0,0,1.0,4.6
8,8,3,3000006340,3.5,0,0,0,1.166666667,3.7
9,9,3,3800031829,2.5,0,0,0,0.833333333,27.7
10,10,3,3800031829,3.0,0,0,0,1.0,24.5
11,11,3,3800031829,3.5,0,0,0,1.166666667,21.3
